puuid,leaguePoints,tier
WU9y2lOu9sGfQCElg99KBoqvpTObTX31jTzWyoGOZwsv6LtnVBoIHJfwL0MUMUkWSe-GM9dkDzfxBg,176,Master
uAQlHTkGVBUzl2SWqbq1qmHlGT6OUi3KNmuYj2E2hXNManQabK1vTJgWf5JKKizQh7QMDK0MB9bquw,176,Master
ukSPknCOSotTjw286bwcVpZt0diesFMmeb6314nt7otx8h8vyvZyzvZIwVhO0tBmLlOHqT9L-h7yNQ,176,Master
bKGAGxw4aQHj_PY1stwn40XATj3e31QIuLViP_7fX5MtliyyaplkhxkYu3q840f-Pj_qLv_cOXD9mQ,176,Master
0X53KKurIvJb5zojwWwb72LwzByVCrIF1-yeXcyTob8TCvurVI_Qo-2M53MAlDmeWx7xV49aLFtPBw,176,Master
folFqriKCBkXDFBVFhNxO1EZPK7a1XQzqSYylG51HmkPI_D9tc_d01gBzJAWbmKRH1qYEmxDHbPgEg,176,Master
wv1NiTuuxgeeE9WCplDyvBEL-xTn-BwLOsQqaBLlFdfctITRyo41eXnohNpHSJ61Lcgoe71ixH7nFA,176,Master
SZUhZmdJC9xs1Uw7rVsDBvC7XBYnUxtoHoOzyWPCmoJyh2o68NL4FW_bNtnRiln0uu1SD2FAecwT2g,176,Master
jCvUaCYwB83jeBk-DhZrxKAp8JXoZ4PQkiQM6VMYUONJRGnYnL4lSjeUG25DJ4bzFPFqHhkYujAv5Q,176,Master
TIHNNXtHu-F-2G3vUWfugfENrtPfXLSM2f8JSbJCW5z3AM5EngOP812PiwBkYSJ1zVFI2jXk5oeYnQ,176,Master
26c03I3F_p4z25RcJmGUPE-4gHVZYR91karDCTvKIo6DZA6GI_MAIYwbl0Vn44gbS9DNwqmD9aQEOg,176,Master
KEZPPIKknS1VGX84sINPnYij59PgghIox4ovuqsKQLwG4bjl-aWMR5vtwfXIpN3A8OvrQSqicBNH-g,176,Master
8nr2gePD9kdy47QfXiRa2tYcw-Fc4jhMNUtvZfQVcgJngWlSs3fRq-0ciTfR3SHkksO9oso0KnWGDw,176,Master
sU4h-QFhi8IWcuiHf5sd7x8wHsGmbm6qK0VwWV_SfUsFGIDJnSAQuwVdQPaRQLIs6B1Xo9vx91zLKw,176,Master
5StUgnTC0GFfKFr41QuwuToQ911fmVQ4MXIip_FG7dyJx4DNvV-7cBFx6GvmLnrMRMra8Xjgj9x1Ow,176,Master
kLy5PQqTYweyHUbwipA7SWpvAPhyDwfpeHH5NCutZc3K5NLgxZOfMAfzJTdJB2u6uFza8hB8R5_1cg,176,Master
8O56NjRNJX4cwFgg9OwqPNBWRcWwZZGmr87vv2B-CZjDxaqIDB8eEzjf-aI8g5_pyC41-T8fv-op_Q,176,Master
orAT0vuqxbcHa1IYaIT8oirjmAsh0Kprb6gL9sUTgOkaW0341NEnSRXWAyME_Aa0uRa9tqzE2IdQVA,176,Master
H1HLRj_lq1yMaNbpuHQIJqaljVIagto0W-67Veve4V5K-iij8qDfL1i5BdUzTQaH5MFj4B0V0cIjEA,176,Master
a9HiCfNwuX2n60mNhSv0sI9pfe3KHGoaUzPohUCbfT27WUZFXiIjrT9yGy189gnIPASBKn11ngb59A,176,Master
4QhIUWkSagXDswS4SoLTVU3mZZZxVeU6v7E_O2BW47nO8sozA7GQfD9wCpRE07vLuOkpUCaP120hhg,176,Master
0mf26suidnbFDACMmzXagXW1pHk6X-x-AHbZt6Qf--bS0VarO_TRGrJBgTA5J-wrtmEaWJiD6r9hVg,176,Master
XRHCCLbAdFG5UGbNh31YNbI-aSg3Z37Py-1CS_In2djXCFDU69L7vaSyflfqM1RtU0RClLwz-ARa9A,175,Master
94lf7EWMMlyk2wIcu5SlIQlDkcLKsTeEQH4TSXxigxEAXLzDfpF7tYNQs8ObokSACFaGki3TC1MrHA,175,Master
jDE2Xy7uYKXr_Ahi_9nIqgZmiG_BhOSIO3_M9ZU6h1iBzk1V7WuoXKERnBPBO5D3NBqg4NX6Nhwctw,175,Master
bYBZFQM3JXZlk-7wo9a8RjDdFyOmH2TTeuKRLLji0NP68M8Io0_53wTk-UQig4gkpP1w_qB_ja4O1Q,175,Master
A1mtw3BACmjhVBwfen-ugczE_65tuYLjLkiR6X5Nr5qqD4nRNrCtFCQ-tXwWTEa-790WzzinilwsJw,175,Master
ueZDpR8QSd3VkdliMUev4thSd6ztqzwf7j6MnH11PxL0EB1BedP6I1DXb6k3TJC8j2_6G3FOLdhBFw,175,Master
OtNWOKQ1laefcTNBEZwi5bhPYxhlRti6ebu-GwaFe37AtUPba0n4vPfgua9LxsAdrLuSHHnUUpyRug,175,Master
WG090fs2fAeAMiQ6Df62YNnz0hSVhIb72F5wh1B4echxkEuMvV5hxG6uqsLTt4-UT2J8Pr-RelZMIA,175,Master
diHBuAgbH0fuoy33H6P1SfuzOFzCNqRrIn3cKy-MFey8uzUaURF8dZOq9XxEoIJBcdK6NggmMmi8wA,175,Master
2xJXhZq_N_yvBC_ZRikBs1mCI_kyiMXFpku-RCNh3MqfgN95sx624WAyd_KgbjZmOGIOnbJUT6sYjA,175,Master
cwudn40V_ZjQfp5wkwUto2GZrcJuUApDTIxSWrdMzbQrVUJ9PlVa0V4NT9ERYsWo0XergW8SXq7v2w,175,Master
wBWyukYIHSnG4Qf1KiLsq7yLLl5ozrCRH6n_w0Kg1fkt3h3Jw7PB7NQn59jiBkNKtJbYnGslwM9nzQ,175,Master
Xuwdo26KL8BOcYSEo4KhclGp_2fu8gvPGm2phslr3l5EljKj2cypJPgah6FnUeTPX8ZPZp3HALjeiw,175,Master
_d9dl9inf39PMOzs-dSKLUCp5YRmtMIJLeiYANNjr30jcj_AiKWrhukAnJ98JOeQJ4g9PHQ4Znjx-A,175,Master
rEioa_hqQ4VsqzWT_Ic3WgNw2N-g2bvetznDGhyu3-641s0ospbSxxgUyz8FQvwsEa9aex95JYqPmg,175,Master
_gfIOVkWvSjFUUZxSb3v83RuS7eFh59r7elpuJVZ_V2Aen1iqA20MAqfcXqciJZPOWVS9H0ILsXeWQ,175,Master
sdUwaWFRhxzEssGvGxZx2sou6mzG4vp9EArnL8di8p7hdyqRfcRbmJkAcV5szboztL5kZSHu6xEOcg,175,Master
sx1Eg75eyVSTCzv80JVNuasnWXIEOecu2cpicZMe7aAHDYEGzXXCIbVb2TmiCVMoI31v_BDFPcCRNA,175,Master
HxUfebnJ0fBaDuV9A27NXtJ1Ifoj8F8Bf4srlOYHR3ls9w2Ix_HOrWujMDjBXrIdiVcSJfXSMX2vtA,175,Master
jVs1v_Gvuukn-2nLq9itjsp2V3x5c6bXwFJQkaAh7Z1NKm5L39bgj96Lfrna6gOGobCnwvmwE13n6A,175,Master
a0MiCWTUmRsHqmjc21jCFwWTbODFIgE8eL8rt-MxLu2oyHy3qxoob5Pi3oZhX4R_b-74rTQVWV2dVA,175,Master
RjRCmzuHj6Q9jcaEhxr-8aBxLzfm026u6mL7_T-mRCE-soE26y7IpgnSnGoVMq03CmUoKfIFxrWsVQ,175,Master
aHs9i_pBYWzI7kj31ajpkd-PFK9mu1snV6NxO2G2yAw_pnIvRGAmA_S3RxDztst_hD-OzcztOliSrA,175,Master
S8Tm2M0FJPrffI8ptIiGRd8GP3ku-OuCip6lv580KnJYGuEPbSn0UarglVAhEJDZSh41CHa6iYzZkg,175,Master
4_9iVak8vlVk6vg1ONJbkfpVGFsMEGQ0n-9gKZpP8uHA0BjlndCLDHaysx2b5d2mVDqpNTCmvSW62w,175,Master
OdO99C8TfXBWfCGdA_A5TFNYSbAwuYpuoJw3vy909cBoPeoTGodNg7iYFXUVzyF4kJlo6k-bzHYj1Q,174,Master
hHM_h_fV2QGwADh9S6xkPlBlg-q8x61ESkmPm3t_trjZTvmQHigKB_hkawUXqO3pY7qjo7fcamh-sg,174,Master
iDRta5AGNaK-Nyfn_3EIuXJ8cCR-mNZHeLQU4ZA0qauTLIQKJ3VfZ72BhmRvbO6sxijubjn1rCI1fg,174,Master
avrZbR5BbLvGu-sGKhVkPu3lnIDgA0sOVvz4oXgUTRhKMtiEjuSRgPRMeLL8euo52hL7DOoduxdy7g,174,Master
A3xNwoEjdjIesgUMoyVD14aMksG8AFcxWMR_pK6YM5NHeCKi1VfpurOitjfoEg7p5jGUP-alLVrdMA,174,Master
IK84hZ5ebI0-hLPTbRApHsIeQO4VyU3Xfg5SKLWtzWqhMm8If1NsEn_zj8wNY0wUBAH_zO77uf3WHw,174,Master
IAxc1QOgqA1qZicla7kN9H_lUIsZC17MrZQsR0t-A2kX4YgcTGRJRVf03vAUeSTLkF6Djs4ib1OOeQ,174,Master
4tjSlbY2s_rmzKQRMiUE_3S6o7vK5nQFVZnPfq_qPoEXvKRipI5tj2buMo5UYt8WW1oiSBR6WHRunA,174,Master
ZGZNAAqf6VJsc_rBl3QYzXOAXd40EzXgXUbMBHQPAERYvLK03qnjA3tZMZF6mDZOtaC5_m_LAeLvFw,174,Master
GYyi_RNXI7rFCWP7hm-ravTeJKg3Me67n4ZnaeYcJr-PkqF-leW0L2E97HNYFJo4nB-UYn0NX41I8Q,174,Master
vu5LVWMe73gmZIsTeBOE8nrdkNfowRaOeu5RecRTXThUMYiw43UnFcHeJ041EfRb0WfS1T5Iz75Dhg,174,Master
NwjYXAraZDmRUOvIJepxy7_hqwYeJrUS6Ay0fLgxL7HEk63-xOBENJpFmDmhyTnvh9LGi8XVFJPYUQ,174,Master
v9uJip70RGvmpm5kGsAWcJP27W5nVPi9zutEcsQhf8RTZalilH4rHcLHJZg3i6vShWi5tCfR-3rpzA,174,Master
yCB_bVL9DTzMHaOEaeGxH7sK6-L6gTi7ze27jGbmgl4wGJq-3XeqTcTCwsCHoiIDkqZyT_n9J6rECQ,174,Master
BHvpSB9HOxuR0w2cQUQEa5SuLiEa7gpoiz_EbsazJnNFCimzdADeQTAbsYmtArB38d9p1iprhwVgVQ,174,Master
F2OGgh7LFlG4iIFZFJEiLpQDLvAHs9HM9_mHvUMbOVu1929YQmyMPHH7U8BR6Nt-oBnmosNSzEzwDA,174,Master
nWMRIgizgNIp6BjynYVy_KShkGtqPHfqrHgrQvzVYOpZrI6Qu8wAjkXoKbRuF0rfMDdyjSh4xBVCqA,174,Master
dQvz66qKxJFPY84AI2obOvY8Z_3x6s96U0hjx8EW0cVklW3XzucZYUrzcj3m8orpk6iJN19GStSkfw,174,Master
bwwUwbJMBYw9ALyu6efWXpE5D1jIu5X1ovDfHC4j-DOFVKD0ywWqBPVUsqUlfRtOGFKcPf7othrRbw,174,Master
G6R_UnqExS0C-kTSLskg3ATI-DIN3l0c9JK5B5GDeMbSJEuefTJtPqUEsnixd74sf4-PAk9lI_UzZQ,174,Master
fvXF8AEpcAT5pZyoH17bRlrB6x-s6XECJVNC_kzi0n0fR2e5Uo7asFLL0sOmXrIqIYAwIDcL22oFvw,174,Master
2qgpDL-gWaAnZnHrUYSuh61_NFyJ9mEtCFQpJePW-F1Izf9uG_btiFwu3clF5_psu0V3r8EIStpPtg,174,Master
12gdz5IA5hw3eW4PW3LNXc_IbsHYUNCKZKpU6rU4UOrsq79mRXEFL2Pfm9T0BlR6j4C8MI14IcavHw,174,Master
Gte6LMPPMrDQF6tZzmEDsYLD7bpkaERurJIy0VaQec4WRkNjpRwvNcPgzg5KdSA7-Z5IODzJZpQCJA,173,Master
430ZkavAPpQTvvT9yItYNUQe7Rk0_UUp5gXGVqxaxEkgUg_eTqNEyfjzV0bMdB0xWqUlxBuS1UPYNg,173,Master
YFNkAaZ_qzREPt6VBqWn9upAVDPlo3NorRYhQ6_GtHqbdkXjcCS4abgEhs2D16oyvttN5uU9h8ycBg,173,Master
3dUlX-F6PoFwQiTVuvhX4oBDVymDaISlzYZHIXHsvRO3Ph-ALCbXtyHZueRn7eM7AR_9XULVqBy2Ug,173,Master
tZh9wmXWjwttqvls8BOcRfnTtbOxjCSkCqUeiLo8irC3Gb6fHE8A-1UYmol7jzfTVxsdnR9DAYFIEA,173,Master
0PnNbOMO572jxsoez0OHQWnDLuo_tTgK_aWeS7zB0dSNjE4SAwSorpuXM3Ok0KOuFEQVS6s_xOB5lw,173,Master
VgA8e7i0yvHzOVEhS2QGLnQo_c0kc7C5Y2SSWhYqCWA1DR7n4WW1d6rHcreTm0Yhfb2dNCdg4y7oDQ,173,Master
Myj_yl1n9RTINHTYOLLU80gbHaUbUBtAJI_uadNHV3oIjv59Ecq8nvb6UMz0gunA0kt_7DheIOlafQ,173,Master
GmQiw8psUc_3FVAPNt-sVbcPSAuQxG2CADgPa77uh6AinEA7o5VjGa57_HKZB3DcBPyTpkrmq-XgJQ,173,Master
I6_zWyErMJziRwH9tG8IiTsQf7gDbXjYaH2jQjmVDGWFIujBDGEy9V4nrr4A6u3ilwi-gWp2siaD8Q,173,Master
0KvkkBcwlw4a2zt0Xjl-fosWSdX4RHttZovm6Mnr7J1TXSSqQ0xms7iFz0SyhcGpl11eS5kUDADZmg,173,Master
PscUBusf6I-82aCkQ4pj1fjpDwlLNipcix3HdD5AaDCFioXUuVmy2QfjphnjH5d05xrIkSvVTEma9A,173,Master
BhF9hF_ZLwpxBxx8aLM4Uy5xzV4Lz08BLGUXJ-GIXBOvoS3mycrrtwObVTfl7hyGOaCk32Rn0yAQoQ,173,Master
tIYNqpTnuKT4av5Cs22Ja6uBTrdGAFUZJZqGYeMs1otrF2yNCltw0WpxZfFLrKoRrw573JLr7UjqPQ,173,Master
bIbrJPPYOj4AIlaz1r2VNaufhG5_CKXdhlcbt6MHq9i3UxRdN0J-ZXTpZ0MgzkauL9IU7x4G78q5Jw,173,Master
9PxN_zopavb4ZyXM4JHT5WZwr85pzFd4gphkzQGjO8v25H7IlZbuCie31dIU6ulzIvrEt9Fi6K_IyQ,173,Master
aHOemfg0t4iGumPIRu3Z7R63GQkTWItRWjnX07i_X314HppuAfCqnaY1o9JAKBjLaUUyMVZWk3-mdQ,173,Master
xO57CIWvuL02T6ux4_ebYv3tes-zUzxtuhxMo6Cpgp9QDjBubPPtekRdPZQhanGWAtSJBdRxMhxxXQ,173,Master
1vM8jGqp2wwlGcyfqGO43Vn9teXT5qp0fbyT4xHC6NLoCddnwcMBDhe5HmQ7x1a6vWiY26aiyTqqrg,173,Master
2zxn5H_5JSC8Al4EdAf2E-siRo1WtRpVF2rn2OIqb_1olxw5aksn_7IW4jcAdWeseRkN_nv6-CJM4Q,173,Master
bip-smn2BhHdflAmgRM8MdFpW7A8pPNJiKbmQRHni1Q9NtjA7qo7CpA-Uv48Vz6WNZcbEGolOJW0lQ,173,Master
XrVeK8f-9a2IK5PALGlz9-fnXrGq22HTnptLfkYbd5cpsgVP_D396Bfe9es0s169Uw6_EOvIUkuPfg,173,Master
IiI9IejoKmM1baryCe577x62k7zwBrC7NKCRnFpF7M1VEh4eVZTAkpJbTVPKvoHY1ue2AjyAjH6gfw,173,Master
QUTwa0MDxGKeBGczaJorABvFy_2ndSVZKeNN-dDQyjbA1HXt5eiokk5SMIcUeFtDlZyf1I5mU_94YQ,173,Master
kTqpzpKKffE9iGf0Y0OUXScz82i4QaGZOPDMc7fIz27QHkgwa7xmZz79R-8XEK8ZevWJdu349c68ww,173,Master
ta_zKLjLhfwYI6DRBKxaI6Fp8LqNORoK8OWQAK0IIEXMOdYdJ2CCotwyqs8HBlTD89IRIx2cqcBOvA,173,Master
M4_6SCcC5cq7fi2BAqhR9OSgCj8UmUt-g6F_GOgPZVymdLwWJUr9ivdKJXShH-LXHGUsEGBqeh79Dw,173,Master
ucB_KaIWKsNO8gVNOfZXhfolDINPQiRM9kORv6wmNAU4ObjgVIzuwUrE1-ysnW0VyjwCViX55J8SiQ,173,Master
dA-KSwdkNjKFcAj9OyOLTclJBMcXcUANut4evf8fxOm0RMRokRE115VveOZnoLRBOoZZ6yCgh_9d8w,173,Master
_4czs28yreDdiWGvv8PXu3OSo4gUPh5CH2TTA3b5Odh9tAod7o1cvvgBWxidi2H03mB7cnCKt-fIuw,173,Master
geCn590O7EL39UeN8yfRgifQ9VJ6UULqGWCOgjZCnidRG97vArYzLzXxMylrHtG22ffr_9OshiRC8g,172,Master
UDO6tdtZDg1CsUlV5XjXZw0GgdixVkJZKXtPF27ypf_FxNqTkmobk96K_DadzYlUTr1-QimnVVsUKg,172,Master
Lx43Y6ChdjlNZ4Qv2BAUW-uXvXhSiAoXb-7cGNZ7u6rfcc-sZFf04BIjrF-1V4BJcbfdXhtBOwgBLQ,172,Master
bCtZFz6TK89tD1pnLzSJU2E9TD8SrwsQWT75dSPWGq_lfx5Ceo5F5B19ynax9oYAPnWN0SKsxSVFdA,172,Master
XXjvwEhyg77mG27txqO0W9xo9Yvd3-gsoHXcOsSJ6GvoTNBydgnBZrzH6qCqdgUQVKRq-HXm7lrTBA,172,Master
h7lsOoWOhcu8lGj0q1-qMglhW7lZwtRulhLd9aS5HTmcpY5ZTbeLKbLNpdn3TO5RjINF5ctdWxe7uw,172,Master
I5aqzQR1RgKmwS8dp4ZGeY6OxLrfby0FliS5Q73WVjt495vhGEW_Or6U_6BmD3ejno5v53tWt-TiLA,172,Master
40DsC1F0BeydxrYUrQf5K9HTARIAdyyCxo1qb6UFp9I-GYECe_cvMKGB7aBPLbUQg5cQwiVtaInJDg,172,Master
b3PUVttJtUrXtViMUfKOeFslvVlTscGHfKX0fAWVgmNRqQIzi42XpJo08Dh6sw_5STiQ3EWjNrnXzw,172,Master
kAg_s50eXh5nWzgTt1U45x5SbFeb6vq-aFSTDPfM1Sbn2FqX2ksDxfBC_rVVPrX0PlkFCr0a45VlSA,172,Master
mw51YSg4FGh42l2gTGEEzZpAOiyVcT70htlskLkR7CfU9EW321G1x4_7oIzCGje4zdv0RuLqzHgYhQ,172,Master
lbfT1T_GE-2-dgXfF56d_mghwTBYYGM8toeL4tFClxd7dBmhU4ssMLz6DFmaJeYm2-Iic9mLVExIiQ,172,Master
_Ith5J6uYRTFur7X6JXiulaexU_wC7mpc5pCUJ_7T2J6EXDdpUL95Ch_2jYG2-jhHjCpl45fKxk7JA,172,Master
oi0Wx_HZYJJVMm4LkuUNcMhfEtEQHB7u8z7lFTQ7Us3BiTL9UVcmLlfhOLf7JhMvUc01u0Z4N0x3Qw,172,Master
DmQtKNhGIUMjiGkZxPNaT8A7Aa_DlYC4UFy6iDTzbUNmc7K2kcuarTogGhEHqY3BXMGZcD2eckKDtA,172,Master
luWTGldPQXro7_2H_XC3Avli5G0UfzyA1gEdMPHZkUjFqRMCnSoHvPaUBWTI59QbnO4N_akpolo8gA,172,Master
JlPI0D9RH7kn8TsHxni5M8jDHuzR2uY_y8-_HA7d_ZFmOUvCxUrG4hNwNyKn9gd7tPDjOfozfVaHyw,172,Master
nNTFA6wiwA98yUBvE8TVeM2ob5ZcsQjboH4kj9CjlMddJBAdpbTMqEtvRkbwwjLzVXO_8x3piDmMqw,172,Master
H7LxCP5t1__7zOLAjObys5bJcCYwYHbMTQ31xPeeRlyfs1NKkFvsAa7uU7eklHMohYLc6rAfmUteFw,172,Master
tYfLgsVCNOHIrBETmrL1V8Ucv8UEs3t0s8hIRDKsy-oRYoPaWeuXOysHeZnNw8iL2JPOpxMnzwKEzQ,172,Master
JMQCKRrL_vDIYD580XXFDwuB7ipb1qlerZ5vqoCZDdnA6WhOKj2-WKnVVhMp52lH3fWO0yRT2z8X2Q,172,Master
0NmeK_o8eIc-4w76xjdJidC_CPhP_myDbnq4AN9XuefQ4WGY_nAWumcxGuYf0C1VBCBbTpTe1X5K0w,172,Master
5KuFnnapWkx0QNcjT2MU4c5cKgp18rbemZ59up6dSmaAkyqVDzQvzaZCATSApzliFY_6r6oSSZdk7g,172,Master
jk-xhd4sszB-p0rUbteDHikO5yeRz6wn4ApEdoakrWZWJI02qP1X7EjIwk-iKcaNWmDf_gU0jG0axw,172,Master
jwRSzEso1rC8HKUS4H3T7c3zeYjeDQOpEGMAkzi37OtLXpDhOX8XpfrCzQTPhBJCWKi-MknsWYU_Xg,172,Master
s0yAPmpvFpr489P84cGZcTKn_f4JNRZPjkAp8Wj16Y32yOqC3v6kz_XniNv100BHu22gKWOW6_Na7A,172,Master
y8-toXtrN66Wk00POoSeHQn5-XNR249qrIB6hd3MISlVw5WwYRGnN-kjBX1MTA3uS5RRhE9_9haZfA,172,Master
WdD150Us1hgvyUmsurxXI8mpgbVNGeB7cSCyUYrQiH9WO3etrDXWZ73ev-1gqjOKcd6WeHH5qBnRKg,172,Master
AuwHzdMXJ-Czomd3JEaWiGHBHSwmMOoa-oo5ixALr5_tNfg_T_loz7QvYhdCmRvsO-kowIwOUAvFww,172,Master
Il2bg7ttX-nxhUh-1n6UuOZtZ2z3oK_sWj411E2nuB3EEJi7dODaMvJC2fHYuvLKwIfsKD8nJuqVbQ,171,Master
dOhpGxdokuv-YmXcN6ZqVIviBGlOVUIk7RgJzQ-0Mx933uVPwLtmLUccwwVpmrTGzFtWTZGEWiZvkQ,171,Master
5GthQ91Km7NXxX7rHDThUe4HLhKXuy-WgxfTImB0AAXgaqcGsEW35sS5zXjVSK8I4LBJgkD-jncaQA,171,Master
9UR94H5DMcAhJfmEMHNAynlXuEeFQAhS4tgIqX0u3o3CKU7dfArSG-VoiEmVkYDl_qwKIaDbtZAKGw,171,Master
b18tju-9XEH3er1PYxnY7ztWxQOKqDLQZLGC8gVVegvtZx9PQ5awAJgNGmt5uJj1JLm1aJAYyDCL6w,171,Master
PMh-Uto93c_YZYWrSDkA50nnJI3crjf3MzHVN_mF9DrBN5VJ0a6xzM3c4KoSPv9Nv-SOvkR6OTan4g,171,Master
-swH16PA-JmlMkSFj_Be77iFhxTbAPiCrqiJr92Y_juvv-DeU2eLDpNCqp61O0geuzsHRPKbBIzfXA,171,Master
HiQkN6L2GNBJzURJLV42C_YR6Gk7KNCyKhWRDs_3DUeIWXVVtx0Qh1u7P-s4wNbnLVGEBMDmVr3pTQ,171,Master
RWsf-gJ-5IOkRMnjoP1NyHLFlOlf15-cnC63MVSeKKOuPibNNMwnjnFSOtiUhNb_aJBDGOOXkufxRA,171,Master
-_OhZe9cvdeS1j-P6VjYoIx-7_sqDFJN9HwT3INZp5Gh437HX-PKpszKY0tWCGdfnY5-1SScS38rsg,171,Master
hIRTkOrdS7DiIDwirxOHbIR-NnV4PXC6S5x0TVVTkGRbBY4c6cGQOI60C__jFE6-HKq_P7DastIx8Q,171,Master
Si5lpXlaKUbvnomGLMM0EiC64upTlbLPW7OenRK-L39gdzOETkLMLONLyqs0HL_uVBr7dkDvatQUww,171,Master
JmofCECoJed5MyMwVCH5ortV0iMuL_JAE15WnQDwhC5yd6UtnIAxAY1lacrbUd5Dd0FlpoVS9Ym6yg,171,Master
tx8uLVR3s3G-iTGMApsYo5jhaLUcwQ-qdi1VlqJ2HhEV1oCDtauLp9ezm93IZUKWjba-0SMNZz4-hA,171,Master
qSB5vEuZNV9zzVD430shv-8PJy7CvN4PW5bPLjNYRNIpJNEEzSGCaktv9XTqM1MimRo8oMIQORqUPQ,171,Master
q_OGSE46qd6itGWgs_pd1EdZxVbVn-C-qTR8DeZb9Opd7k9xd05lC-EjEHiOCdtYpPzAyGBbWyja8Q,171,Master
rRpa50JQtDQg46giFEGflIOrOfyJNmJY9AQOkkF-7095j6REp1o-1KqvRx1Kb2n7_E6KatqRLEA0AA,171,Master
MF1UgsGftA_IfWAovTUJCVGWcofpVk1cIfTquS3cZbnmFEOx4TXRKfbubcAFh8oYk03UqXMVBgqmUg,171,Master
JAhFrt6vGDcJTdwkNNMBy-L5zatQ7L3ak7DOvsQvthpNzh3GpS3w64j6bHudKWbw2SES4SmJRySpng,171,Master
wLdkIkesytVvFTAr5xqCSvEv2raxE1o-bKpaW7MC_OGLFEbY9asp2fZXo23CTDGVs1FI6PVnPTSFeg,171,Master
oY4yPm6HNgdfJhmJ1y8LeQanHYASJLVQWq8pbnMVuH26yzJJ7jAtChnF6l9cBINmZjzs3jCSx0mJKA,171,Master
wb1wIRB-jIPOuJu7Ar1grLdXDWr3-ewGz4rVbXCXt2DqDQJgifhGdXH9WKFErUKRIa0qpXFBqgDlIA,171,Master
J_6tHLspSlLR0zVl-ZG0gHmPHGpdPe6_XYUVYGhxGd5NfjE_uyRNMlwIf77ByoKZ-CYf5sQsoAotqA,171,Master
K8q0XsiurZwSSvqx5lMyLYGRJukUcq3mceXH3btsmVxSHWoAIaxL3QNO99NAI4cYdd0pStFevkO2vw,171,Master
QkR96InmVYIe_X35GeGat-U-UYsF1ZxEE8801pqN4SjFBpE2E3RWeZ-hXHleQQYJRL-0UcCNfrqTqQ,171,Master
PaM3Abv0pwRdGQiWgL52Yt19zhsiBXfYDTLqpbKDhtsIcFgwo8Wz3UGdrhTgkK3XWp3nzUFPNJLF9g,171,Master
hoyogdf-Ot9zqZ8cAQEGaPX60TOQ9EAP4nehHQlxnmmh8pjXySW42UCdnylHh0heb10VCrgkGQJu4Q,171,Master
0F4zDOaEw24PM2TrvDIlpvOMU4_DonYtyvo44aHgvr-k6xiNZyKB9UTspcx42_5slSHszrfYthoZ6g,171,Master
1FdjAR3ylPmqWAENPjI_EBNpqKdr74ml2VbM2DUisFMcajL2jqCBvHF-gClYUUsT0yZ-zJABGEOc1g,171,Master
_4zBqfzGmALBO_7sjRUv3luQGQRrBrFevCD1DPKTNRK6Eq9lHUxBSTyt2PpLL7cOd-b02aN2QH_WCQ,171,Master
3puKMm9pWkd5YIjsO7xnwAtrk1nVZQZz0C2kj_RrPYulyi4sDNUUPSWieXxRtCqGhmKCfsPA_EOR9g,171,Master
Mm1F5DTNXTAWsb9r6xvwAWSKUhDRAK7ecBF8vAdM8dps55QEVC0vq6CCGggK8jM751FNVydLATWCNQ,171,Master
ehX-kmcwmEr8JbFzy8oCY0DQ6dFB-AMcbcxzy-iRJlmIhDrPd9g2LgJvEcixyvUJwJIgCD8XvKsS7g,171,Master
SFAz4JduB3yvV4hOLspTkHOxUo7oTZCYU4cg3kfQRfJpNsJQtcDWNlXfpU-HwmcDL97Z5fXlnGpRAw,171,Master
sG_ByyYRmx-0kK4H02R-S_-u4gsWaBkrT7vg0lEl1mt2ATyTle2vkF13h0sSby-24MbqVA60kC0taQ,171,Master
M1x8fjirV1VG36DMbcTeXHqHwB1P8iLdZb4divXE8R6W48-eweyOpIxKCvsOAlKEgjQGlsqaBqll-Q,170,Master
c6smEzClw6mQh0KTYWabZg4_ceTLTtR7X6Na1lCzumMjuDYZZiTlkkOn7g964g6BZLsvEsxd4H8S4Q,170,Master
7T-g4gGcX8tIa7TzEtD0kuoykPEibqY2A7jwhNP3hYdesI8ySZH3YfSunuCq5VcEBh3gbE2nfXIntQ,170,Master
i1n-0PCFD7ZF9uYK-ITx5rKIyReDsfisARJPCySa630Rh4vMPZqunwvP7qbgoKVX_zWiUBmI6YWYcg,170,Master
cmNbMKPkOVyLill4kvGhQXoxqZTYZ6B8mt9MAmd1EEE_gghNcdhFu-OBkkrxCeC_EndQEPrcPwE2ow,170,Master
0jV0p2UWaMqLwEz2WUnIOs-fS7_LEeMxwJSnCzQBDIFMKAju6fTA8sduDT9kFc_seepGW9xJJI630A,170,Master
0hYWram0otx1ZreW1dLZwHpcIXyA3_kcZDDq1SPTouse_O9p5nlcHN9jAdyTxvzmvWyzILQMUINgQA,170,Master
nTioRlqcssBTLS26tCfLT4XJkyf7C76hdNdr607oxax_Mhd_NXIZwpN15Svq14Ewd1si4YwtjBX-9g,170,Master
0PfWWYN_q5onlK7zIaTVHYOEWdxer22hR1JlaGFAtYBY75pDQdGYypP0-6wwZ0LC4PCCXhHACSp1Gg,170,Master
cjscYbkO5SVNHuQKYbgWiOB-bgR8sMb2vmyq0MKNU6eZnsEXsP24pW3wUIBCPc3b61HPPxDfhupWmA,170,Master
