puuid,leaguePoints,tier
1e4IVPd3r1Vb0NO-fIj58oCk9UVI63pHzrb4XB-MGYKWuhc6zugYXKThbGClziVBHN4ET45V0mbPlA,182,Master
IKr6NTyOyevP-llyld_yRZu5_Kb4WlqvN3Vw3ahUwUwmnuImO4uSgnz4zjkFySsTYrcRFXO-3VB-2Q,182,Master
7R2Fpx5oy400aUYh31M-8H_6Qiq9u6H0-wUkVPTrF1ymF0RwJ0QoVjhCpgtXdF11i-H8GCEVIxJwrg,182,Master
jCVYTWptBk7ArTA0dkRHB3eXczkYJtfIiB6PRgI1pwzxVJkxqtQ0rLHPRGO6TvwDsoQpvHjYtDKB-Q,182,Master
TPMv0UKmuoEjoe_UIyDk1YSO_xhDyOoN_Zba9g7b9lDqujyqjrNrDLrNH7HTbpIPsQfphaM2FiEqzQ,182,Master
sx1ULEdbOurqqCt8RigSyN2GVsU9zuWCOZLoCEbY8TwCCf7PBh63kYebkk3wFKGVDvee-Ct-WE2Rug,182,Master
xR-mzD9ghcUEU4J4kjdqZQEEIO8a0Ji0ImnwwMqeLKLQveIWH-lbdUW6NkSc0jhNzl5ZOgs8H933Vg,182,Master
gd5KST165z-YLW479yPFKN9nDIoGXrR0yFZpLBQZdcOmB6V68XPWY5lRU_bEmsFh0Dfbj20oh1R99w,182,Master
1atHyUlfD5Z4pwmJFJmcsIwL3CsdTnGcmIGI1QC0qeRd_WEK-GlBpWFjwJ415MoUo0RxbQEp1HlZ9g,182,Master
m2t_DAZQtiEULlvi1yqbCbSLL3JrX_6v2wORr0_1ZayVP7e8wURIii3-BZpp2lorduzgZINDPTxL5g,182,Master
8Ee8bgOgEO05UNE0Z0bZ8rP5pZ7JIv6ALORY-hrkahvUJIhKaaimcTo5pxSOhhMs8XIG2Gdh2RYFRw,182,Master
6ye5JHioj69XIeawfUhjIgAfIS0dtx-ynGLpzwQOaLdnjX25lKKMCnd3Wf2dGsZOb_CZMiRdMm2Obg,182,Master
i5Q-zeoLO-XztqAE2f1XNbpGdT1pSZcz5DOLtUKxajMjPj4YoA32An2OD7eLSk1gsrhVzc-ylJUpvA,182,Master
nQmLbOgYCof7A1VavUCv2kMMgA2lxwuncxltoIIwOntbGnYLyTkwiR7QA3t7z6Tnjz0oyz6o3Fou4Q,182,Master
PDA9TuC2ra2nW2_ACSnY_aWQVRFkCVhX6CKSE2Smm7Z87JbhChjl43ISR1gInL0xkSH9EjMcb6r7_g,182,Master
RHh-giTnx1CRnKzruUwTeMelL1wYbGmMR1riVS2pRED1bzGS6JRp_v47fKE812qFu7Qf6z7lTrszCg,182,Master
f7U1PyDj4_S-O7qQxSUBkgPekiz6DTQzEuktu2-2Jx9BKfIwJOqSRR_WUEgEAQa-S5N1-uqeIAcRhQ,182,Master
LHq1i1KnAJUA72IDDwNCDKBV3_C_9rpOymzo73Tl7ptVDGqj6JbEkEgdN3X8urneYtsEHDKuHZjxww,182,Master
ml2gI9N1yyqfmGlzIoZOGHMzfl04Qh8V-H7cheWN3qdATvA53ZMFroHpCVTCeGPm0GEXUUsdRldbIA,182,Master
MtFIWc819bsepXqwdVY1q5yqYsVnKOQdhwoAYWvNQOcdrkujxPe_fdVF4YK-Vg7wiGXwh86hJoiAnA,182,Master
0rOKtGbrk5rsBk-xzY6oxQSa7kSZ2_HPtIQUwVcMQEZSUQ0VTtGOeQnrbqZnV2q8E0VUIlcilca7Bw,182,Master
MmBllnWVzhMnPwKB8LME_mgwQ1j5uaFNXVdzGWgFiH_7e9Bp0EW9pSkBtuobLsXzqgDNczPYCUUgKA,182,Master
mt4r47le4PwVJ-eiT0iAvHk_Q81nAR9EzUxVWBTjWo6IqTB0-yUfnpZqULcUPvaNDnRaucuv22y8RQ,182,Master
3y37UhpTkZ59zq2YKhqLVo-XPnAQ3ldxpbj69xSmhL_MWXzG1--lXM9Go9FBAuBEb-Qu65IJZ2SS4Q,182,Master
OoVRQO1dv1mGxfpBBbeNOWrz08FdDV8XIPfar7GqOrZx52ogjayz_QzSIcfGLk9ye5m0aYiBRuIqwQ,182,Master
q2jIEwdGO1Rn9qpfK8UKOY2_qDS1uFrx8ZWpkmB1e0EeGpmQtynDYgGRTyMsgQHOfYMueUX49tPPeg,182,Master
yu-XtBYCY2pAzNQDVAntZ7CqQcTWlu-MptGFn944PLbp-KiAqqsFWFjZLgVIrVaFe1m2XRm-Hn60Ew,182,Master
C4MmjoHw1SAQ3WYoIXFj06xKTXB-FFZUSoQ1mJGO-7UJ99Zjxi9GOc3q-VYC0cdARRgdkzy0Cph-Fg,182,Master
ECSVgvDAPzct7leRM_TWLjrb7IYPOOVLuzOO51bKcPErNt7V7Jz0bZdu-2sF5CTTRlhERssxG0zX8A,182,Master
IK6WF4SMB7tQq1Mv4D8lXLDPoPJX958umKEksFPBi25CLl1rFBqowE7XWPvN17KLhsBvdzdRrm8RKQ,182,Master
3BcRsGcQvuYvucOldD5sNFYM7LBAMhabwIeON8c8Du_t4vyjVZU1Pe_purMlHxisqkCW3OEbYEsbYQ,182,Master
nKB-42HSkPBgx5hf6O80Tmixp-BFI7wCq-rlITiJPyjDMdM6-Wzi7PNFJvuRt7BTYe9JU_8bUblvAw,181,Master
bLm3CyHH6WS9tDTTQZnjswHYwQYmkO7Pf8Z-t-8wbarw3lPknjY_ItdeJ_QjSGHIczI1E3IpAwD3dQ,181,Master
JQ3WIotkONkIqSGExcbDGucWOiNAPP08cjLjghLnINewkJt8TYepq99fwGMS9pugmhWKp80lTuxTDA,181,Master
vG8b-hM4igeFueN1dgoFh6CNOtebo9o8jh5S541UU-SeXzVy2BHiaLBBYLm10ZcFzHgyNgZCvKSN_A,181,Master
jeLJKq7IYpwN9oRacHOnX_3AI_x0QYKhP8yBg1ODlGsUuqtHZGYo47-EqOvmEfYO_A6D0zpSy9MA2Q,181,Master
Q4-x3RoWVSXAcawtou-AATwTEuunHMpDe5JonvsnRD3EcdF_rAAUnkSnGz7TSNRWuAxhp1j1Lpd8GQ,181,Master
2-2hONoOr_xQsVRceKeWujJg8O6mI3xK0vDjLEhNr0Yk_KWD8xa12ZYTtbxEJjMW8rphN0AfH46Z-w,181,Master
FwtL_dEPTHlCKmizNdMS9CeQL4pbTm3nDCipZ3rGTNwkvtMcPRsjqDwVa63Z9Dqxb9VeTQ2cU9ZDhQ,181,Master
dDxd5G-rW_8iz7GL1_Wzzkba1gZB51JGitN19fkdNqGiJ7Cx9xS0mmuxLHc128ESFvvhfg3Wa2n5jg,181,Master
FK7W1nnKxeFsF4qHSsK0tT3z3LKp98-caLKsQcOyCguRmawif84dsRNgYQRpSqZub0as5-2NB9fLfg,181,Master
598FpGA8HjiLPWfGyuEVe-LL6EztBQpQGiOV688rhqGfkU31_9ojTtLvV12ajol6_FG9OtKCZb7lVw,181,Master
ZKz1rfNRJ7uyxNqBxUhcrW6ZL72zJab_2u8itRiS_S1qTMjwC9FX3aPfhmYiIURUHZam9yoVUZuW0A,181,Master
3IgPjchMlROre1R_XK1AsLEln3G6Nm3Pb1TpnndbU050rjYFCu5q_jgPuwnrZBvR9au68kCjx7Pj8Q,181,Master
6bG5fzNWH66oMr3h0-JAOsHwRSUXEin8A_WaS-hIcCHxN-oCPix7Dd0kja4XHOfmeAhjYMbWvIh8Dg,181,Master
reKB_AhfDuxRaXrp3MHvv24OlpLAueMrktj86bBtl7ccgB5Uufk3EGKHSn9_JNrCdCcexc1z0PrV3w,181,Master
0QDY55pa45wBpY6wyQtuZSJjByJbMrwDKXsjO2BwL-k2xyH_ak4-9Fcd-PX-m6N9Lb6eYfTKlQIYAQ,181,Master
GB3GrPDYL3_MPjkP_xZxwrMqM-mXLjz-xDPzhRwxNj5LqlmhzQ4Md897pHG5xY-TTBRj48JhRQ3_1w,181,Master
BvVWQuXD0EgjtYGB-1ha3RtaT0oLA7RZd-JWEOWt34TjNozwXKC0dpCCMgfxXvs03iLmWZUI4VlirQ,181,Master
kSkmwfaBVDeTg3MkwWKTYtuavI7V51-AbCV6kNul3XNGWZ-xiqgWThsUG27GtqNz5XE6MWcq7ul6Nw,181,Master
WJRiVA-9dhuj4BCJD3a3WNK4ZrIdznh7T0YoQspLiYTU8o9K4Kuxj2iQurY-JDLhk_qMjyVdb3zxDA,181,Master
2Jyc5w-opA3c7yvoUnd6sWJiQrR1cLjIU6l6TqKCHF2cgV1A7dHSe0PEnNuP8CzY-59sv0x4TLOlKQ,181,Master
sjAWyWRHAkytTzF7GnWIYFTnI1fzrvJah-fxfB0MGeOKx_BlHgNgcJi-IpWRgnrPJ-jO_UdGtVwiKA,181,Master
ynWLFWoJfQTn-RSLNPfK7vK0TMO1RdCspgp3eEw4VPFZG7VOAOULBv9dgsv7PESMKH-6BL6ObkjlLA,181,Master
GKjD-6yvyUgg7MPr15YuPXtqqLtwpD1zz45W3yS1GdBdkYgreEalVgB130-Mug2UDRPSXXvouvG-aQ,181,Master
oJuUgh6CTJQahQwRHTCH5eYEfjNoKNU5CdwPOXqNIZMrQroC2SJDYWUZwBS1B5XfvBkKPnN7pLEUzA,181,Master
JG43XC22fylePPSyV0v61-rh029bomEuYNZkF4P5LQ2kGj-dZNDsClChEWCBiwTLPdpoE0BIXZHv-Q,181,Master
SS0whGvfLLDCZ_2vb3RcdxKtV5g0iuXjPk5686lcZoUiF5kkWZZls0qv6djARtfA-pcHQYlwfvQkLA,181,Master
7_Wff6y-3gIP-JJnzIk_WvLDmLjdKM9geSODeJ4Ct_X1Di4rEl8jD0nAbazwWdar9EXoYkUMb9GPxg,181,Master
K5oWPioWrkr_bCXPaQBev7Yuu6iMGFHbvmuS1pyRl-PiTT9MEgM6ub0mDiGVs5dYifF-SDXYVHaVIA,181,Master
xWVhrNA7luKzjfW9_YzTctGZdvj4CC_hD5lVRy1DY7i9v_MxC-3lVZbM-qdvq5cOz6fG6hAX5dmCaA,181,Master
IxJm1bxXG9YDvH_wINx4Tx-V1SpTcBCmNWQe1f8zEmEfzOd7p210iBnY7jmDdrd9aDeoPhP9y6IzUQ,181,Master
IHKdL8bVkaSbwgs6UjGnLx4oSSi_s-BZj9ficVk1SFhkXjs_rmEKhgFy02XCyQO-CJZjWTVBvctzXw,181,Master
dcGJSkAk08OdiLd3fB1UNQ3P13vvaHBZE7Zv3YeFp6qYJeq-qxQdSqIhcZLzva9aISaCQMGJF6-kQw,180,Master
L9sFYqnrvd7_56zBRuKrNWMcsGzUHDN4JHN6PHf57cgFA0Mnlr8w5boPky4FUu8uzc5Gh58Dyh86oQ,180,Master
2rhaCpaKGuqg9hk9aLGK3wot4QZyi0FYZGjRoiVJDlinaFI1PB1Vsrg2P_g477ZcU6mnUZKaeBBDoA,180,Master
cZStbovjF2WxzTVBqKPn3ng0W04uu1LBMkwLUay_xF1Oh97E6k1dtX6DAnwDY59GGtuNhXBNhSlMHg,180,Master
b1gJshKnk1wHunOw1zxIQoUmAbPtbUlpJldeVlHplzVTovMCOSdhgwn3jNWnzGLQVKWTgM_BmiKrdA,180,Master
1uuzOy_HTPgInY30mL3ks1moMk5ueqd74EL0tUVNafR5qcKtPkkzYU-Z8OFjUAzN2zdqV9KKIEw11A,180,Master
zlxfbkM2AGoMLibcUYq7AfrcOauCzyYb_iJAWbxj_GbjUPoxyR5_-Xpw1mE3301qKU57MnQ7xDkFRw,180,Master
x2BWUZd_C-0ZdLj0AQkkBcuE08eqB8CKDgXolqUTo3KRlWbR8IBzzSFHRVbGw5zhcojQmprpLxNnvQ,180,Master
1k6L6blEJ2HZydRxz9QCOWAw3neg7Mty4p8-nXMuYiTIkkTDizt2PWKjptIRGxYp5Jeh8xVJeGOXpg,180,Master
y4dleyrfAJrvtp883SUbkmUNE_ldog3HPt9hD94-skGorFefafrC7hd0EjIqlb11QKYkbhe9gGnHfw,180,Master
Qq6aQTBBo9mIVaSv3BfQkEESmuqdouzCeziQFA28f0bqLj6mI0UN8PBPdOkv3yGdFyzE1sAL2SnKUQ,180,Master
5BHTjKGPu_kOrkyTOmTixHugPp8_iZWeEMloz3R6sKdxQXzZbqDkAlrTlB9NySfM5EYVmu_wFKXkjg,180,Master
6GDn5RM6l91cT7NRWvfRvS1nK2NHC8_t7IsfigZ_1sXCBppZMH_ucOhOnguDbcJBiP0g_66bKf2sbA,180,Master
-ftVBBL0BBaAnnzoQ1d7ucUjwSQVW7cBOYe9KeAU5FMriEPoQ8RozEA_FFDc1QsWPOjp8m5HjfkIBw,180,Master
bvzGSg39rLECTrN6Blo38gxgWByKijrh5fV-De9H7rq8c5Pr1goZZ8hQmcukCnfZayg2nxFCihPfDA,180,Master
UCekudUfjLM389tK_PwTf2F5L_k_YlPYnC4Iycl_CZID9I1l7QOnH-FUFK6taP7HIY1PHBytcfqYlA,180,Master
5GKkn7pDDyakIy4iDb_WYTj3xO5ByQOwMvO2Xi0NqDqkDJwXvlYhlIg1uCQIfw_S87Su6_ZBd_9DDQ,179,Master
7vdQ_44bbMdMV91OkcwtsKaKyNAcohUFWeJ3_18qOaFEPcJ_EozYQO8uPwg0npG1gMjqgy3tOgjEWw,179,Master
7-2Bkkh-IMuPQDyaIG531g9HXtYb6R2_qT4CRA8VjCkvVRP9ZfFIjN3Oe0x9ta8mHgX0rXLsLyySww,179,Master
w_1UncavEvP_Dp87PWC2eTDjmRSCOhQAzHziIZwyntZEMVIDB1m_PFrZT3RhGKc45nIFlxzO_xntTg,179,Master
dEJPMYJ6d7mlUMNRtpZ4eSmcQvX31WDPIyS9N2TN3YZLjs76g7P6zyabeORnIVWSH-RR0NQW9sHflA,179,Master
uv__c9IUj8IrsVRPoPm5RauKIYaLP04J9UlKK51T-GeP293JBw2Mzr8jaflaKN_-6bt-yOX1zaDIgw,179,Master
7JuE70zl-OqtK2rKdyb_eBXrRQvB7tzeZtkCjsl_V7ZNNlRTMbVoq72IRoLxJxk5ptSA68pd4BT9SQ,179,Master
JQKOa3CwMTgFEtxhJsd3h_H_mUxYu1qD9rBE5X5EPx9k2xHHE5m5NVHDVEpRc5wEtftn_h0giOwu6w,179,Master
E6heJpOesIoRq_0jGtuu3YNjeEdEZaby0dtF8usSmJQAnkVPEdFH7bq7Cm7jvjtobthm3LNNEHhkyA,179,Master
A9I55bSIWAqnQDTHaU4zB24HjcXeJtZks9LkKq9mGE9qCM4-aLjhce4NtpfZbuJr4_CBbPG8IYQmbQ,179,Master
bB7S--EwtKpEZKygze8X2mdfTFk_tvccWnS2dJ_Ms2OBO-LPyxyya1qAuSfz6TA59N2EIVmYnCrDXg,179,Master
X0cr930XkjQgVJNMGmVWj0ghYw5xuynwg7X4eI-S-jMLgc8XNVqOSy1Nny_UdByA_nm8ldZplgqKKw,179,Master
RavDO4WrztMESgAtEQFN9Bru0bz1usjOFSGQbl7NRurA78DLeChvJ7T4Bxu1uOiiNyRJTn0WcXGMUw,179,Master
zsN-dhfGn--CdipTO7rnCdEMQg4RPyOpNSMJ1ED9Wl0oGbKmxbMnWrKU6_2Ox4-v-krgrJzYcTIijQ,179,Master
GtPKxXp6NsiSXw62pw1r6JEnQhzKvUIgWaVRk1XFcJq_JW9okDcAAH9O3qLj5_WQ6BVtRl2gpW9-kw,179,Master
JmLed_y-F2cTUlVVss45fi_XktzbpGCdtpWQ4ELA0OWfvuC4_rjBuqyXysYy2Pj_R-QzQX-fCj4GOQ,179,Master
i6AY_H6_ziNx8iz_RnmqcN67eNMQKjd7DVVOQrX_Iep0K3x83ofj7fK9VySZH5P5zc2fSTQobEdjKw,179,Master
Q1t4-hUP6TyK9cchrJ9k3iHo_R1LtFVTen6uhNfbxxelCioc6J2HkRJuUrZlsspybNkFodCK9jIsNw,179,Master
riVM_P4Pe8YoBqfeEob7nDbMwjiDvPqdFd4G0OAtTtyIUnAHcrBCCWUmXsu3QpelUn58Avrulb0FVQ,179,Master
uokeZ2a5y9wnuKxyAEI7xVerWO4-S2OvzrkLkk157xcBiQSzoCvyqP63f6MvDBAwJxRvxk4DiVdYXQ,179,Master
HFBs3Noyq6qHwCrLcVZp00Um7obRfil9Od4exIF4wQcNbpvSBtEaSLOHTJM7wg2GDmHE88Fmn6oozw,179,Master
r2bFJq0xGAkaGEkoUUM4AobqosJ0_dzQ1R-Jp4-RUHIa0X_8H9hR85mo6aalb7OCqtUVTke8dBV7Pg,179,Master
jaOgEjy0mkaqVksz8zcvyDyaitu0F74cErwIA6BWJ-5kQtsp_Qi04-nxlySTorZnDqzqKis8akI4GA,179,Master
LqmrDR2qTzW1jsBVqRXI_M9TmNSDEdckqEpviTv-Ikd7bTpMfQy0EDj_vuTPDf6IB-CuHaIApEml3w,179,Master
gXCYNe6Zb7nJ1mRHu3rKZrRgML_3W3FeU7hbGvwk-F8E4Ejc9Cujjcxka2rvGyktlaaDUWKW3gcguQ,179,Master
inUlJxR8EL7d9RZqMntjbZuuWdVeHqa8tBbg8_vSsjkVemrwhIgSkhKMp5EmCu42PD7r_aJAfLfsHA,179,Master
xbevXMpFLiSlem3nNAW-CEeZb0_qTmEnd6RZfSaqi5FupyFOAXoImcrj4FKmQifGkN5rO7YK5U83Vg,178,Master
GdV2chezzJttVQCg--S1LTHxIJsKkc5bwHOy4mo4XI71IbtmYF6tmhAG3o7A1UNTqUgjkUOwZ8YT1g,178,Master
fufEQpObrRld2s5aIjpKrSbdmwl3ytmKLGHtMz40deYK6DI8rkT1jPj80R5QOerDUwtBiGrQZt4eEA,178,Master
YKsfCtR8-9IHXEwOMphPmwZzZITZyfdgbZeki0NFgSIsI0KkinOnKbDyeDGtzOfrewY4T-bQCBYHgQ,178,Master
AcOkszt9uFF2qGW8c8pF-xROYXqoqD5KHsULiciX5SV69o5XKvQm9fwB-Aj3JwfDqyXQAQjWS0oQZg,178,Master
Z4CWMWxPlgflFc4oF9XVhjY9tQ8Q-UuUn3LNgFHZzPuMKpbu48fQ2AthJnOWfMPjv0xsyqSUxIyZEA,178,Master
JqjIud0GO-zAdI24A6nOvRHcGvkFeyU2woH5isZLciz2_U2-NPvdJyKg6HCEkxe2I6mCQwhr7xoweg,178,Master
S-luArOIPor-tQ--x7Z4SvPlj1hQQSPujBr_11xuSiU7_MafV_6aY7Rqo4iAZywM6Kot0pCW5eaK6g,178,Master
X3Xwd3OoFiLjaV_e8GTFzd8QEyR0dGLkmmLrMC9L0LOWsOd9RsVbDkxEIEnuBmJaY2n215pL6tDIaA,178,Master
gbuiqhz2nEHaMWsml55X49LSJJo2-9NrXXVC1Jy0HWWNA-IqUdm2u0Z9Lr9g_RpmYXR4TB5wt3Jvow,178,Master
AJHTogSoALw3fvE_YoLv1dWzQmGgJplc7YenkD4K2AZhprPwGjlmmOlEbT0Vk_rA6FauR5aKVtetWg,178,Master
ZXq8fTC-hE9wR5avXK9KTUrIIyNhVKLqMZ1XEIzpipkiUqcLILas_AYr9LxKXXNPha1y1G1QwzLALA,178,Master
S_pj2B-dSVRfaXELGnZ15XhS4f6-Kc6ACoXX_ZhZCXsxsNP4tEqzczARcTVr7jIH4PgtAdI1eyB9Qw,178,Master
EQEOT23hJ3JkM6EUlbX6GbK_YvJiUJ02n2ASmznjfsSJqDvO0h87-b6yOXJI37ofsBYh22amSigQ3A,178,Master
pJUao2aQqjT0XhbkaBE_w7bwK18BYFwykuQUPaTbaMz1rTuN8zQLc8nopDMxt5wW8ziO-HlAkcPztQ,178,Master
SrPuXRHDHlflSttLADENlOq9weQ3XGIMXw74AzMsHUnvWY9e4kCDXLKCKgEKbkiPJQERPmBFuFcZ8g,178,Master
1lg1JZzuzBh9_clvGHex-omha2Y5mxoeWfKxY2qgcpWF5Ud6T6crTQB1WKEL15_F7eV1OMHsJr84ug,178,Master
kDIgFNazzK8JQf-85RNuwduexJnhR3j470C__FZmFC62YHvETNfZgBQ7lS1Us3lttY4Wr-0maCPi2g,178,Master
gLGfHZ-xxVM9atXXDGTgxumrMx09dtueA1Ki0kBep5Mm3WLuGPupm3QZN1PG-X9IbY0dMmdQQ9TyAw,178,Master
OhYoOqcHMabVDYxAS0aRkglNScdPzCxvAXy8Ks1Bmq9gf1xJ_EY4GQooS1bCYBTUiIf1eHVo7aNBNA,178,Master
B0gOsavsdl3k7bSnvqQWiZitPBx1v1fhX97m5J2vOc6Xfw08qVF6rO5DmzBL95eXYAo0EhXdoWTveA,178,Master
V8j3YyCOFmczJnFda6LRTgh7lGiGOh8pkpFvV5lBQuwjmMUPsNGnLSrubYWWvy9SU27RNLZ6BI69tA,178,Master
P9fh-1_WTkkpQES7YAB_W9hJMa-WvumjJ937Qk_YZFyKZBJ-0chqQ0Oi4h5DVw6k3PBfCXPSzr1GJw,178,Master
DH4zE5xTtc5S1uZKsX-won9qceE7Lc4r7YNIpSZgLJKGfBbP_xquRxOW6WA9Pncr8tUq5romclj-rQ,178,Master
viAC-H3xMR38Bo_tunQww3U_FLB1MGLUjGM7T1nC_sAqK1ufZPPs1JdB7rUBdmaCwI-RuNHJYA7wdA,178,Master
dJop_ogNzPvzf4naxKkJIs8efL4PeULuRQgnfgraDFgXfXte6fzZ0NTldVMUgojuqdHRcDwFFruqvg,178,Master
RDnmiU9nncj6P4Q0ls7J8CbHbyJmsnRWijtvjgTaHduJ3Smu1kWT9ZhPvCP-AcbpfCWPZl_hOFdUvg,178,Master
AsaEH0CyUbFrrbbDux2fEeglI8ryBLFDUpbEOQy0KOv-g1pG0yS_ynDW1XHk12ISJ9C-iugnX02uCw,178,Master
6IFCO5-csqjie9M5EtOIO1cJ0Che7L_ChyRcGadyWBbBu4qbuHYsX-4gKBtLqYWBPGtUXBtAz65dMg,177,Master
OvDP4UEHAv3CDg8tqyCcO5DvPy2F93Szi3FSYUE3T5VUlO1QSSshcXUGK9HeG4xrY8V3lniETM6D0g,177,Master
Ds0B1VO_JH1kbF652-BQCHFnqI5k9Tg604f-AqghSsO1D9bTC2R11glwapHbP1_q_c236fD_0tPGvA,177,Master
XX0bar9inHm6s8G0weVNpCXIvqQ1EA_nEvkungUl_W_1UZ6McHC-mC9PUbLOBSSvO4APtg7OKvkHIw,177,Master
fvaXLMRDGX0tjAoc4B-eiqhdx08_xTfCMHAZvj4aU2wGs2KcWqX4DDz8tgSsx8hG908c_HreCHU30Q,177,Master
B2ivwFO9kkK_Ad3MYK3kpie0NMGnlouWsPkv52lvPvThuJzbjCR5shtNMs6NSwmyHrV6KQ1jkIyDGA,177,Master
ipKdmuBvXpxxnx63mZjqWDbMi-RrzF6TI4n7YOH3VQUQLowmAIxDEwMcy2ElIVBcr_yXb8Yb_6g8Hg,177,Master
4F0LQf6dv0ut_K2zZ0_YbZ8e7L3fOa72hMrFi0xSBKJ1nbtc31yhp-0b5WYb1r1Fe9r4T-2E6HUjEg,177,Master
bxxhIbjzB-80D0VGvocvfnRzgSC73yHPYvJRrmDmkXT0UUUuWJNPwrAuzUXIrF4gucSC18pnhnuCwA,177,Master
5hEaYkUjkEmuso5In7vAUsVl_Rdd-f3GkSmMA29_NKJQ02FHFOlSqjJkSNmByGThkFF8RCzNgcxbsA,177,Master
QDMBXmvj4wo-XmQjqRc6qvVjPCgAjVyZQ3Q4KD1QUb3vsfeBymhym6AV59b1Q6cBmMSQxalv1NX6vw,177,Master
p0Jjt4-_GGLgz011pR7JnT_z3umYJMKWwfADs2ur7yTslDOM8Gtl2MX1zLgryetQiS6D54TxTlO6Yw,177,Master
DGusyVXrl_sE5PbVWK7fiHNPQmKft_tjRVHS7XVAg9SnydFegCgtC-t2Y1X2_KiZaI6WsrEqQERpPQ,177,Master
MzusQoYUto3QVWAQ_uMaqYEPiPN-bJ7sAb8lWkDUl7gdgZJdQidXFgl3VV1gmZ2t4XQ0KE4Vd5Skmw,177,Master
AoyPmxqupebu9EeJbUZEERjrftPc-9o5ghFtSIsNQosvZWFgO6K037E0AUojZElZAiS2h0WbZVE8Qg,177,Master
t8dERugxazzYFPefXQt1lS_boOqLYcQZAZYSgfqr_sCsj4ASNfrLV82uaTuB_NEostmreTlsQ6dkDQ,177,Master
rWN8kOHlEMuq0EqJbJQDHEYZB0kbU8L-rQh8xDWJUXoy9l1U43tMXoxr5zyUjT2MD8hBXKZscWK1vg,177,Master
7z2aCCQbkUYwUPJiGCLP2pmNEX7MR-AS4fMYflgusUW4mSVqgmbjNkzvAREKuMoYFusxdJaojacD8Q,177,Master
XH_GRTREHCq5LGEPiSlwIEKwJw4CyiUky8JUkt-aPBS-1xrBShKlToTfdJ6IlZnGyM7YyptPhKbYKA,177,Master
R36yjsTDeegQJwCiD1W-S1WkThguFkvz-g7ekY8Jz5-TmD5rLoSzAUCCdoDkvM8E37ROuyeQvfLPJg,177,Master
M2X2MX_FOTPfz8nMaj17aJdqMqqkLpBZ24j2DLEmU3Vg2hUOf8E8MFG2KNrHypkIJ9P51pfOSc6zEQ,177,Master
oDcWyynIdLYpsoxDphmqsF0VXmISEgT1E9iwIZNYjtv2pLn32AQ_kggw_VV5Q2IiQ_kcQ-Mr315Nqw,177,Master
Kp2y3AWVieeNUqG2r9a7AQeb1fyI6T32OdfQl_grOYYA8gqD3EIZa-X7HBbHwjPzLzneh6Kb17cTUA,177,Master
RrHmMvAADGJhr-LUoYifUAPBEnLSTwdMb6n1w8331K7jpRGPd6D-yHDLpwFvKs8B5CJ2qWRnzEV_Jg,177,Master
q8kDVKIgGmTO3f9A26fSMbpLJVwwjE8Y84CpeloRLxu5cC0i89V_32z4qCYu3pyKYYh9rFazPsx09w,177,Master
UNFvwt2Phl3v5hOM4IExrHfH9MTu3LPpGfeZdMpar3z32NCCHdjcQBYLsljFnn-qaXjveO98FptuMQ,177,Master
8tnaqPLqqPjoIoaP5aFWhaIKSLbe-FYMC_eoAEktCYZDTdnQGX4mKUE7IUxC0Z3Y2SDF4J1qG1QFOw,177,Master
letVDSWQb40sf7jtcHXiPuIDXJyRfn2CETVVoVDb-WfORNUL7DS3sS3k0yfPshSg8zNaEnc4sdNJAg,177,Master
t4VfmZpFsE0EutVpz2GH2ir0WIy1hjk5bbhW7hh-wmpYt1fll8ZQ6LR_mSupDIylGmzzM08fiU-g5g,177,Master
vntGk91diB1ATG-566GrScPTlZvBsLMRjAnBS3PjQ5ICsqh8TJufk5BzwJ64aXVvxptzAqNYvuvM9w,177,Master
BgZiflCVfRfZBM6Fy55aZMW7i-wc96YYpntGuBUTWKjbzdoUut_aIHsVgENUVoveot1jDpRv9xBYZQ,177,Master
7pShOgEGxgwetD2q8l6CPrakEOkGlqUQZexmNTpoxLVX0ih0JVVrC3gKP4Q34pYl5zelabxjmnvAZA,177,Master
BNpRiUYl-_jnjdhtZXA4N848eYtDvvdKmRIlsHNSHHjItEBjKsxj6RN4b0bzi6LwAeegxV_xofpdYg,176,Master
gfXJAwYjTU8pcYcn7ATFps-ObLQJBXKy18ulXt50ZGLZSu_7a7JNXE8V21aWQEcx5klhKY1oldO9eQ,176,Master
hNGByLAFi8ErM9B7sSJMWi4CB1zTpXOyStSOgyc5bp0vX-9e3QSDTdByAbxEUBykNExVlYTEKCb4yw,176,Master
ozSpnDEbjBOQroLDGwFgBtavXREFja-4YkLPeDDUIJv-GMdQpfieQui8S4jtqOsNnd8L43HPGoKeDA,176,Master
GUgKHiMr82bq-gCxJxGp18tacUm5Ie5mUiWXDqw44c_tWSZlrVeHIVZlRIZabniQUmbHjR9ipuhtVw,176,Master
Pnt8-tcC_CQ63BGbil1SV-XxB3I5AE8og0FyTKCHEGCFT0nWjpEDgeN2E1bMhcscfYKLTuWFDMUKDw,176,Master
-XkA0ekAUi3X1Bc6KZtTwz437BThG9SzQLNTawM-5byjWQp7DBCkNZuL_e8ngruHnZvnpk_TrQqSXg,176,Master
IEPlkQjKNEoWU0T3HxmiyYxt7e_zVq0O4wTJOqdCb2pmkKnHPB02dNbFKc64dhLGp67HctItjf7uBQ,176,Master
